brand,model,engine_cc,age_months,km_driven,owners,condition,launch_price,price
Yamaha,FZ-FI,149,66,58227,2,Fair,141820,28641
Honda,Hornet 2.0,184,92,82592,1,Fair,138120,28220
Royal Enfield,Himalayan,452,90,57182,1,Fair,261360,56270
BMW,G 310 R,313,48,26915,2,Fair,406340,123283
Bajaj,Dominar 400,373,5,5393,1,Good,167140,141583
Hero,HF Deluxe,97,40,35809,1,Fair,97460,37930
KTM,390 Duke,399,62,54232,2,Good,281820,65260
Yamaha,MT-15,155,95,117022,1,Poor,142900,23011
TVS,Apache RTR 200 4V,197,39,25011,1,Good,125460,58003
Suzuki,V-Strom SX,249,57,65880,3,Fair,149820,29043
Honda,Shine,123,93,64848,2,Fair,127140,25334
Yamaha,R15 V4,155,38,33878,1,Fair,142900,58397
Honda,Hornet 2.0,184,63,55802,1,Fair,138120,29819
Suzuki,Gixxer,155,64,61989,1,Good,132900,32233
Bajaj,Pulsar NS200,199,75,39434,1,Poor,135820,25740
Honda,Shine,123,85,103232,4,Fair,127140,19378
Royal Enfield,Himalayan,452,53,57896,2,Fair,261360,64086
KTM,390 Duke,399,81,94525,1,Fair,281820,56128
Royal Enfield,Classic 350,349,78,57503,1,Fair,242820,52244
Honda,Hornet 2.0,184,38,45101,1,Fair,138120,55230
Honda,SP 125,124,83,94841,2,Poor,127320,20246
Suzuki,V-Strom SX,249,89,56874,2,Fair,149820,30339
Royal Enfield,Hunter 350,349,57,41188,2,Fair,242820,53423
TVS,Apache RTR 160,159,81,95461,1,Fair,118620,23577
Bajaj,Pulsar 125,125,60,73044,1,Good,122500,29045
Bajaj,Pulsar 125,125,13,14361,1,Excellent,122500,100717
Hero,Passion Pro,110,6,4083,3,Excellent,99800,79982
KTM,390 Duke,399,31,25643,1,Good,281820,153620
KTM,390 Duke,399,23,24471,1,Excellent,281820,195050
Bajaj,Pulsar 150,149,89,66224,2,Poor,126820,21420
Royal Enfield,Himalayan,452,67,63649,1,Good,261360,63176
TVS,Sport,109,34,41611,1,Good,109620,54631
Royal Enfield,Classic 350,349,11,12811,4,Excellent,242820,160607
Royal Enfield,Meteor 350,349,78,45132,2,Fair,242820,50329
Honda,Shine,123,34,38023,2,Excellent,127140,65908
TVS,Sport,109,58,31772,1,Good,109620,28590
Suzuki,V-Strom SX,249,21,13994,2,Excellent,149820,102687
TVS,Sport,109,43,50829,2,Good,109620,41231
Honda,SP 125,124,81,76122,1,Poor,127320,22414
Royal Enfield,Himalayan,452,67,37022,2,Fair,261360,55033
Bajaj,Pulsar 125,125,4,4024,1,Excellent,122500,115775
Hero,Splendor Plus,97,70,87228,1,Good,97460,22429
Bajaj,Pulsar 150,149,62,64823,2,Fair,126820,25272
Honda,Shine,123,46,54170,1,Good,127140,46778
TVS,Sport,109,87,67935,3,Fair,109620,20089
TVS,Apache RTR 160,159,31,32046,1,Good,118620,63878
Bajaj,Pulsar NS200,199,45,39109,1,Good,135820,52851
TVS,Apache RTR 200 4V,197,39,19702,1,Fair,125460,51502
Hero,Passion Pro,110,40,40902,1,Fair,99800,38460
Honda,SP 125,124,23,23002,1,Excellent,127320,88363
Bajaj,Pulsar 125,125,54,62934,2,Fair,122500,28752
Hero,Splendor Plus,97,69,37355,2,Fair,97460,20508
Bajaj,Pulsar 150,149,40,39294,3,Excellent,126820,53315
Hero,Splendor Plus,97,74,84152,1,Fair,97460,19847
Royal Enfield,Hunter 350,349,73,72022,2,Poor,242820,40526
Yamaha,MT-15,155,48,32371,4,Fair,142900,35604
Royal Enfield,Classic 350,349,89,72984,1,Fair,242820,50620
Hero,HF Deluxe,97,62,50967,1,Fair,97460,21244
Hero,HF Deluxe,97,73,46158,1,Fair,97460,21447
Bajaj,Pulsar 150,149,13,13780,2,Good,126820,89287
Bajaj,Dominar 400,373,94,78547,1,Poor,167140,29275
KTM,RC 200,199,60,60969,1,Fair,245820,52522
Royal Enfield,Meteor 350,349,3,2791,1,Excellent,242820,232902
Hero,Passion Pro,110,81,47133,2,Fair,99800,20604
Hero,Passion Pro,110,68,65674,2,Good,99800,22583
TVS,Radeon,109,40,25965,1,Good,109620,49447
Royal Enfield,Himalayan,452,92,95604,2,Fair,261360,48816
Suzuki,Gixxer,155,68,50502,1,Good,132900,32983
Honda,SP 125,124,83,80426,2,Fair,127320,24565
TVS,Sport,109,44,43670,1,Excellent,109620,47673
Hero,Passion Pro,110,63,52175,1,Fair,99800,21702
Bajaj,Dominar 400,373,62,53400,2,Good,167140,38768
Royal Enfield,Hunter 350,349,36,23528,1,Excellent,242820,132080
Royal Enfield,Classic 350,349,80,72159,1,Poor,242820,43101
KTM,RC 200,199,69,61483,1,Good,245820,59681
KTM,Duke 250,249,66,35148,1,Good,254820,65164
Royal Enfield,Hunter 350,349,24,27141,1,Excellent,242820,164441
KTM,Duke 250,249,13,9533,1,Good,254820,192353
TVS,Sport,109,83,76610,4,Fair,109620,17691
Honda,Shine,123,20,22607,1,Excellent,127140,92694
Bajaj,Pulsar NS200,199,58,50579,1,Good,135820,34152
Bajaj,Pulsar 125,125,36,34478,3,Fair,122500,45422
Yamaha,R15 V4,155,41,46284,1,Excellent,142900,66545
Hero,Splendor Plus,97,38,31887,1,Fair,97460,39980
Honda,Shine,123,28,33501,1,Good,127140,72190
Bajaj,Pulsar NS200,199,93,73688,2,Poor,135820,22590
KTM,Duke 200,199,42,50218,1,Fair,245820,88724
TVS,Sport,109,9,6497,1,Good,109620,87940
Suzuki,Gixxer,155,21,11962,3,Excellent,132900,84623
Hero,Passion Pro,110,27,28749,3,Excellent,99800,55657
Honda,Hornet 2.0,184,65,70161,2,Fair,138120,27224
Suzuki,V-Strom SX,249,13,12806,1,Excellent,149820,123533
KTM,RC 200,199,93,97490,2,Fair,245820,45725
KTM,RC 200,199,68,70537,2,Fair,245820,48415
Honda,SP 125,124,80,50734,2,Fair,127320,26100
Yamaha,MT-15,155,48,45246,1,Good,142900,50646
Bajaj,Pulsar NS200,199,86,46370,1,Fair,135820,29876
Hero,HF Deluxe,97,60,30210,1,Fair,97460,22118
Hero,HF Deluxe,97,82,91798,2,Fair,97460,18353
Royal Enfield,Classic 350,349,61,34362,1,Good,242820,62189
KTM,390 Duke,399,27,24037,1,Good,281820,165863
KTM,Duke 250,249,14,10799,2,Excellent,254820,195415
KTM,Duke 250,249,41,32822,1,Good,254820,110838
KTM,390 Duke,399,24,13406,1,Excellent,281820,195813
KTM,Duke 250,249,28,16928,1,Good,254820,149280
Royal Enfield,Meteor 350,349,93,111063,3,Fair,242820,40565
TVS,Sport,109,33,17018,1,Good,109620,58405
Royal Enfield,Meteor 350,349,62,56184,2,Fair,242820,49240
Bajaj,Pulsar NS200,199,26,19056,1,Excellent,135820,90238
Yamaha,FZ-FI,149,9,7163,2,Excellent,141820,117380
TVS,Apache RTR 200 4V,197,47,47895,3,Good,125460,39572
Bajaj,Pulsar NS200,199,42,50494,1,Excellent,135820,61243
TVS,Sport,109,63,74820,2,Good,109620,24342
KTM,390 Duke,399,44,22202,2,Good,281820,109237
KTM,Duke 200,199,38,42877,1,Fair,245820,98724
Honda,Shine,123,55,53640,2,Good,127140,33406
Honda,Shine,123,13,13978,1,Excellent,127140,104606
Triumph,Speed 400,398,5,4718,1,Good,311640,264312
Yamaha,MT-15,155,45,33629,1,Excellent,142900,61754
Triumph,Speed 400,398,58,69320,1,Fair,311640,66333
KTM,RC 200,199,82,101946,2,Fair,245820,45280
TVS,Apache RTR 200 4V,197,86,54561,3,Fair,125460,23623
Triumph,Speed 400,398,73,79640,1,Poor,311640,54461
Royal Enfield,Meteor 350,349,22,24080,1,Good,242820,155582
KTM,Duke 200,199,33,32273,3,Fair,245820,97335
Hero,Passion Pro,110,88,100285,2,Fair,99800,18450
KTM,Duke 250,249,82,52397,2,Fair,254820,52065
Bajaj,Pulsar NS200,199,77,80816,1,Poor,135820,23676
TVS,Apache RTR 200 4V,197,29,21624,1,Good,125460,71540
TVS,Radeon,109,83,85715,2,Fair,109620,20914
TVS,Apache RTR 200 4V,197,24,27046,3,Good,125460,67277
Royal Enfield,Meteor 350,349,33,23651,1,Good,242820,127781
Honda,Hornet 2.0,184,49,57563,1,Fair,138120,40807
Royal Enfield,Meteor 350,349,13,11074,3,Excellent,242820,174743
Honda,SP 125,124,3,3430,1,Good,127320,111000
Royal Enfield,Himalayan,452,85,81258,1,Poor,261360,45518
Honda,Hornet 2.0,184,55,42199,1,Fair,138120,34714
KTM,Duke 200,199,59,33414,1,Good,245820,63072
Royal Enfield,Meteor 350,349,76,58278,2,Fair,242820,49033
Suzuki,V-Strom SX,249,57,54576,2,Good,149820,36518
Honda,SP 125,124,12,13472,2,Excellent,127320,99962
TVS,Radeon,109,28,26526,2,Excellent,109620,65153
Honda,SP 125,124,47,25292,2,Excellent,127320,49805
Royal Enfield,Meteor 350,349,78,64294,1,Fair,242820,51532
KTM,Duke 250,249,94,82258,3,Fair,254820,45328
Hero,Passion Pro,110,61,71080,2,Fair,99800,19634
Suzuki,Gixxer,155,73,86659,1,Fair,132900,26920
KTM,390 Duke,399,24,20402,1,Excellent,281820,193287
KTM,RC 200,199,2,1205,1,Excellent,245820,239399
Triumph,Speed 400,398,93,61041,2,Fair,311640,62581
Honda,Hornet 2.0,184,34,30692,1,Fair,138120,61799
KTM,Duke 250,249,36,26393,3,Fair,254820,95951
TVS,Sport,109,22,24597,1,Excellent,109620,77108
Honda,SP 125,124,47,36969,1,Good,127320,47153
Yamaha,FZ-FI,149,16,14965,1,Excellent,141820,111503
Royal Enfield,Meteor 350,349,22,27216,1,Good,242820,154664
TVS,Radeon,109,91,51941,1,Poor,109620,20271
Yamaha,R15 V4,155,70,41749,2,Fair,142900,29815
TVS,Apache RTR 160,159,83,77024,1,Fair,118620,24521
Bajaj,Pulsar 125,125,84,88573,2,Fair,122500,23229
TVS,Apache RTR 160,159,75,74673,3,Poor,118620,18222
Royal Enfield,Himalayan,452,49,59061,1,Good,261360,87571
Triumph,Speed 400,398,18,15229,2,Excellent,311640,223370
BMW,G 310 R,313,54,55271,1,Good,406340,117209
Hero,HF Deluxe,97,31,25165,4,Good,97460,41475
Hero,Splendor Plus,97,49,48599,1,Fair,97460,29312
Royal Enfield,Meteor 350,349,31,37869,3,Fair,242820,98899
KTM,Duke 200,199,47,44427,3,Good,245820,78066
KTM,390 Duke,399,15,11798,2,Excellent,281820,212613
Yamaha,MT-15,155,10,10396,1,Excellent,142900,123398
Honda,Shine,123,57,57168,2,Good,127140,30830
Honda,Hornet 2.0,184,6,6224,2,Good,138120,108412
Honda,Hornet 2.0,184,4,4646,3,Excellent,138120,113439
Yamaha,FZ-FI,149,22,20570,2,Excellent,141820,94483
Royal Enfield,Classic 350,349,24,21046,1,Excellent,242820,166338
TVS,Apache RTR 160,159,32,38905,1,Fair,118620,54362
Hero,Passion Pro,110,33,40654,1,Excellent,99800,55868
Bajaj,Dominar 400,373,86,58070,1,Fair,167140,35920
Honda,SP 125,124,85,102150,1,Fair,127320,24938
BMW,G 310 R,313,28,32707,2,Excellent,406340,238689
Royal Enfield,Hunter 350,349,17,18397,1,Good,242820,170064
BMW,G 310 R,313,44,53840,2,Good,406340,148159
Hero,HF Deluxe,97,71,68758,1,Fair,97460,20495
TVS,Radeon,109,79,43356,1,Fair,109620,24255
KTM,RC 200,199,59,44213,1,Fair,245820,54301
Royal Enfield,Himalayan,452,17,15531,2,Excellent,261360,190092
